r,specie,t,I,Pn
2,cereja,30.7,600,5.53164582
2,cereja,30.7,800,5.696189292
2,cereja,30.7,1000,5.902220736
2,cereja,30.7,1250,5.997779944
2,cereja,30.7,1500,6.08709855
2,cereja,30.7,2000,6.239562494
3,cereja,30,0,-0.314279482
3,cereja,30,20,0.785517269
3,cereja,30,40,1.540000775
3,cereja,30,60,2.440506005
3,cereja,30,80,3.039646963
3,cereja,30,100,3.247921667
3,cereja,30,200,5.122490241
3,cereja,30,400,6.426131857
3,cereja,30,600,6.771966368
3,cereja,30,800,6.920547621
3,cereja,30,1000,6.990734633
3,cereja,30,1250,7.090669298
3,cereja,30,1500,7.218006596
3,cereja,30,2000,7.567229353
4,cereja,32.6,0,-0.599797511
4,cereja,32.6,20,0.455778982
4,cereja,32.6,40,1.0367709
4,cereja,32.6,60,1.287354067
4,cereja,32.6,80,1.734681557
4,cereja,32.6,100,1.877227764
4,cereja,32.6,200,2.765065742
4,cereja,32.6,400,2.848127562
4,cereja,32.6,600,2.88788121
4,cereja,32.6,800,2.916377463
4,cereja,32.6,1000,2.92029986
4,cereja,32.6,1250,3.043886789
4,cereja,32.6,1500,3.064403341
4,cereja,32.6,2000,3.074278092
1,cereja,NAN,NAN,NAN
1,cereja,NAN,NAN,NAN
1,cereja,NAN,NAN,NAN
1,cereja,NAN,NAN,NAN
1,cereja,NAN,NAN,NAN
1,cereja,NAN,NAN,NAN
1,cereja,NAN,NAN,NAN
1,cereja,NAN,NAN,NAN
1,cereja,NAN,NAN,NAN
1,cereja,NAN,NAN,NAN
1,cereja,NAN,NAN,NAN
1,cereja,NAN,NAN,NAN
1,cereja,NAN,NAN,NAN
1,cereja,NAN,NAN,NAN
2,cereja,NAN,NAN,NAN
2,cereja,NAN,NAN,NAN
2,cereja,NAN,NAN,NAN
2,cereja,NAN,NAN,NAN
2,cereja,NAN,NAN,NAN
2,cereja,NAN,NAN,NAN
2,cereja,NAN,NAN,NAN
2,cereja,NAN,NAN,NAN
2,cereja,NAN,NAN,NAN
2,cereja,NAN,NAN,NAN
2,cereja,NAN,NAN,NAN
2,cereja,NAN,NAN,NAN
2,cereja,NAN,NAN,NAN
2,cereja,NAN,NAN,NAN
3,cereja,NAN,NAN,NAN
3,cereja,NAN,NAN,NAN
3,cereja,NAN,NAN,NAN
3,cereja,NAN,NAN,NAN
3,cereja,NAN,NAN,NAN
3,cereja,NAN,NAN,NAN
3,cereja,NAN,NAN,NAN
3,cereja,NAN,NAN,NAN
3,cereja,NAN,NAN,NAN
3,cereja,NAN,NAN,NAN
3,cereja,NAN,NAN,NAN
3,cereja,NAN,NAN,NAN
3,cereja,NAN,NAN,NAN
3,cereja,NAN,NAN,NAN
4,cereja,NAN,NAN,NAN
4,cereja,NAN,NAN,NAN
4,cereja,NAN,NAN,NAN
4,cereja,NAN,NAN,NAN
4,cereja,NAN,NAN,NAN
4,cereja,NAN,NAN,NAN
4,cereja,NAN,NAN,NAN
4,cereja,NAN,NAN,NAN
4,cereja,NAN,NAN,NAN
4,cereja,NAN,NAN,NAN
4,cereja,NAN,NAN,NAN
4,cereja,NAN,NAN,NAN
4,cereja,NAN,NAN,NAN
4,cereja,NAN,NAN,NAN
1,cereja,35,0,-0.589174786
1,cereja,35,20,0.421883786
1,cereja,35,40,1.305809482
1,cereja,35,60,1.620023656
1,cereja,35,80,2.133424202
1,cereja,35,100,2.278239817
1,cereja,35,200,3.332958761
1,cereja,35,400,3.794166133
1,cereja,35,600,3.801724247
1,cereja,35,800,3.845164717
1,cereja,35,1000,3.876564098
1,cereja,35,1250,3.877246664
1,cereja,35,1500,4.194532941
1,cereja,35,2000,4.213488116
2,cereja,35,0,-0.555214358
2,cereja,35,20,0.541361175
2,cereja,35,40,1.06179985
2,cereja,35,60,1.738467593
2,cereja,35,80,2.252525878
2,cereja,35,100,2.734903053
2,cereja,35,200,4.088815538
2,cereja,35,400,4.702539745
2,cereja,35,600,4.753209529
2,cereja,35,800,4.760926891
2,cereja,35,1000,4.837259103
2,cereja,35,1250,4.879730848
2,cereja,35,1500,4.9335871
2,cereja,35,2000,4.961504054
3,cereja,35,0,-0.510521097
3,cereja,35,20,0.624074155
3,cereja,35,40,1.413477886
3,cereja,35,60,2.133589613
3,cereja,35,80,2.78170973
3,cereja,35,100,3.169935216
3,cereja,35,200,4.599215631
3,cereja,35,400,4.634569006
3,cereja,35,600,4.779131563
3,cereja,35,800,4.973082433
3,cereja,35,1000,5.317756242
3,cereja,35,1250,5.47733361
3,cereja,35,1500,5.500402753
3,cereja,35,2000,5.522431143
4,cereja,34.9,0,-0.500345468
4,cereja,34.9,20,0.391124674
4,cereja,34.9,40,0.790434098
4,cereja,34.9,60,1.0842852
4,cereja,34.9,80,1.344282774
4,cereja,34.9,100,1.363373867
4,cereja,34.9,200,2.101441499
4,cereja,34.9,400,2.427261918
4,cereja,34.9,600,2.437185807
4,cereja,34.9,800,2.444798836
4,cereja,34.9,1000,2.449857519
4,cereja,34.9,1250,2.489199169
4,cereja,34.9,1500,2.520562492
4,cereja,34.9,2000,2.528860595
1,cereja,40,0,-0.774432679
1,cereja,40,20,0.112992756
1,cereja,40,40,0.700057605
1,cereja,40,60,0.820322725
1,cereja,40,80,0.947681945
1,cereja,40,100,1.269231841
1,cereja,40,200,1.616715181
1,cereja,40,400,1.761207743
1,cereja,40,600,1.992478262
1,cereja,40,800,2.21147755
1,cereja,40,1000,1.959656068
1,cereja,40,1250,2.025546661
1,cereja,40,1500,1.902043621
1,cereja,40,2000,2.181695928
2,cereja,40,0,-0.661173484
2,cereja,40,20,0.242366856
2,cereja,40,40,0.519098155
2,cereja,40,60,0.764966662
2,cereja,40,80,1.006926336
2,cereja,40,100,1.334468019
2,cereja,40,200,1.824724649
2,cereja,40,400,2.01512363
2,cereja,40,600,2.121961814
2,cereja,40,800,2.05105443
2,cereja,40,1000,2.205586534
2,cereja,40,1250,2.220233482
2,cereja,40,1500,2.060381935
2,cereja,40,2000,2.058685295
3,cereja,40,0,-0.829342348
3,cereja,40,20,0.184513609
3,cereja,40,40,0.814593197
3,cereja,40,60,1.007854212
3,cereja,40,80,1.202411611
3,cereja,40,100,1.513357898
3,cereja,40,200,2.0065297
3,cereja,40,400,2.255677562
3,cereja,40,600,2.218584948
3,cereja,40,800,2.341376009
3,cereja,40,1000,2.209800296
3,cereja,40,1250,2.386334675
3,cereja,40,1500,2.169002537
3,cereja,40,2000,2.254758035
4,cereja,40,0,-0.271407038
4,cereja,40,20,0.023019797
4,cereja,40,40,0.22083131
4,cereja,40,60,0.246398917
4,cereja,40,80,0.382063339
4,cereja,40,100,0.258026842
4,cereja,40,200,0.402138161
4,cereja,40,400,0.232494497
4,cereja,40,600,0.531861802
4,cereja,40,800,0.489309124
4,cereja,40,1000,0.597279238
4,cereja,40,1250,0.424037986
4,cereja,40,1500,0.464014358
4,cereja,40,2000,0.500884113
1,cumbaru,15.43384538,0,-0.259490708
1,cumbaru,15.43384538,20,0.386257636
1,cumbaru,15.43384538,40,0.832153694
1,cumbaru,15.43384538,60,1.264328075
1,cumbaru,15.43384538,80,1.767877729
1,cumbaru,15.43384538,100,2.08822939
1,cumbaru,15.43384538,200,3.500179657
1,cumbaru,15.43384538,400,4.676382727
1,cumbaru,15.43384538,600,5.341116196
1,cumbaru,15.43384538,800,5.599338115
1,cumbaru,15.43384538,1000,5.980700218
1,cumbaru,15.43384538,1250,6.724849179
1,cumbaru,15.43384538,1500,7.383139336
1,cumbaru,15.43384538,2000,8.005409974
2,cumbaru,15.07708645,0,-0.467645398
2,cumbaru,15.07708645,20,0.471509379
2,cumbaru,15.07708645,40,0.960600829
2,cumbaru,15.07708645,60,1.512503958
2,cumbaru,15.07708645,80,1.877509216
2,cumbaru,15.07708645,100,2.134879363
2,cumbaru,15.07708645,200,3.392073749
2,cumbaru,15.07708645,400,4.273520456
2,cumbaru,15.07708645,600,4.677258054
2,cumbaru,15.07708645,800,4.835430981
2,cumbaru,15.07708645,1000,4.983555319
2,cumbaru,15.07708645,1250,5.922012461
2,cumbaru,15.07708645,1500,5.93
2,cumbaru,15.07708645,2000,5.976730588
3,cumbaru,15.00185817,0,-0.440039357
3,cumbaru,15.00185817,20,0.269545268
3,cumbaru,15.00185817,40,0.725732832
3,cumbaru,15.00185817,60,1.2158597
3,cumbaru,15.00185817,80,1.622310842
3,cumbaru,15.00185817,100,1.719560959
3,cumbaru,15.00185817,200,2.825928497
3,cumbaru,15.00185817,400,3.685066207
3,cumbaru,15.00185817,600,4.013638026
3,cumbaru,15.00185817,800,4.321875988
3,cumbaru,15.00185817,1000,4.172527717
3,cumbaru,15.00185817,1250,4.376696705
3,cumbaru,15.00185817,1500,4.358711795
3,cumbaru,15.00185817,2000,5.122452813
4,cumbaru,15.14216198,0,-0.30067164
4,cumbaru,15.14216198,20,0.356675234
4,cumbaru,15.14216198,40,0.937844775
4,cumbaru,15.14216198,60,1.557283978
4,cumbaru,15.14216198,80,1.944644931
4,cumbaru,15.14216198,100,2.050568112
4,cumbaru,15.14216198,200,3.077905031
4,cumbaru,15.14216198,400,3.702685002
4,cumbaru,15.14216198,600,3.962390519
4,cumbaru,15.14216198,800,4.094703122
4,cumbaru,15.14216198,1000,3.86402574
4,cumbaru,15.14216198,1250,4.104271477
4,cumbaru,15.14216198,1500,4.292387835
4,cumbaru,15.14216198,2000,4.981109967
1,cumbaru,19.96337605,0,-0.358870174
1,cumbaru,19.96337605,20,0.404759317
1,cumbaru,19.96337605,40,1.241301322
1,cumbaru,19.96337605,60,1.849460657
1,cumbaru,19.96337605,80,2.433381795
1,cumbaru,19.96337605,100,2.713153095
1,cumbaru,19.96337605,200,4.814960151
1,cumbaru,19.96337605,400,6.769763744
1,cumbaru,19.96337605,600,7.565140776
1,cumbaru,19.96337605,800,8.014644166
1,cumbaru,19.96337605,1000,8.161116619
1,cumbaru,19.96337605,1250,8.168936819
1,cumbaru,19.96337605,1500,8.204988975
1,cumbaru,19.96337605,2000,8.588632874
2,cumbaru,19.97822952,0,-0.459239348
2,cumbaru,19.97822952,20,0.325940572
2,cumbaru,19.97822952,40,1.027811135
2,cumbaru,19.97822952,60,1.435418423
2,cumbaru,19.97822952,80,1.820548187
2,cumbaru,19.97822952,100,2.26076456
2,cumbaru,19.97822952,200,3.769097706
2,cumbaru,19.97822952,400,5.374992243
2,cumbaru,19.97822952,600,6.028470322
2,cumbaru,19.97822952,800,6.289483103
2,cumbaru,19.97822952,1000,6.420224892
2,cumbaru,19.97822952,1250,6.603063571
2,cumbaru,19.97822952,1500,6.612381774
2,cumbaru,19.97822952,2000,7.095745333
3,cumbaru,19.97352491,0,-0.451101999
3,cumbaru,19.97352491,20,0.315593891
3,cumbaru,19.97352491,40,0.949937185
3,cumbaru,19.97352491,60,1.463950298
3,cumbaru,19.97352491,80,1.778650728
3,cumbaru,19.97352491,100,2.072365484
3,cumbaru,19.97352491,200,3.775544508
3,cumbaru,19.97352491,400,5.454000901
3,cumbaru,19.97352491,600,6.156774541
3,cumbaru,19.97352491,800,6.470921208
3,cumbaru,19.97352491,1000,6.820755691
3,cumbaru,19.97352491,1250,7.05637184
3,cumbaru,19.97352491,1500,7.220283741
3,cumbaru,19.97352491,2000,7.789565209
4,cumbaru,19.97608117,0,-0.427145446
4,cumbaru,19.97608117,20,0.602939112
4,cumbaru,19.97608117,40,1.619175434
4,cumbaru,19.97608117,60,2.255017648
4,cumbaru,19.97608117,80,2.844660626
4,cumbaru,19.97608117,100,3.405672686
4,cumbaru,19.97608117,200,5.204180793
4,cumbaru,19.97608117,400,6.656066558
4,cumbaru,19.97608117,600,6.996287055
4,cumbaru,19.97608117,800,7.207063866
4,cumbaru,19.97608117,1000,7.206041025
4,cumbaru,19.97608117,1250,7.386182542
4,cumbaru,19.97608117,1500,7.211392705
4,cumbaru,19.97608117,2000,7.689781074
1,cumbaru,24.98695905,0,-0.481332853
1,cumbaru,24.98695905,20,0.199085806
1,cumbaru,24.98695905,40,1.191068842
1,cumbaru,24.98695905,60,1.953199988
1,cumbaru,24.98695905,80,2.465111123
1,cumbaru,24.98695905,100,2.802132304
1,cumbaru,24.98695905,200,5.170607895
1,cumbaru,24.98695905,400,7.978421759
1,cumbaru,24.98695905,600,9.052799697
1,cumbaru,24.98695905,800,9.64564179
1,cumbaru,24.98695905,1000,9.884379676
1,cumbaru,24.98695905,1250,10.21277168
1,cumbaru,24.98695905,1500,10.39401944
1,cumbaru,24.98695905,2000,10.75892915
2,cumbaru,24.98640142,0,-0.664884651
2,cumbaru,24.98640142,20,0.303992554
2,cumbaru,24.98640142,40,1.103027148
2,cumbaru,24.98640142,60,1.730227077
2,cumbaru,24.98640142,80,2.291427245
2,cumbaru,24.98640142,100,2.719516562
2,cumbaru,24.98640142,200,4.877813929
2,cumbaru,24.98640142,400,6.56703826
2,cumbaru,24.98640142,600,7.351722571
2,cumbaru,24.98640142,800,7.720556316
2,cumbaru,24.98640142,1000,7.768131744
2,cumbaru,24.98640142,1250,8.140223556
2,cumbaru,24.98640142,1500,8.232060502
2,cumbaru,24.98640142,2000,8.465777238
3,cumbaru,24.98287405,0,-0.494564915
3,cumbaru,24.98287405,20,0.422635901
3,cumbaru,24.98287405,40,1.146479625
3,cumbaru,24.98287405,60,1.764565374
3,cumbaru,24.98287405,80,2.385023822
3,cumbaru,24.98287405,100,2.930096367
3,cumbaru,24.98287405,200,4.815231268
3,cumbaru,24.98287405,400,6.804077561
3,cumbaru,24.98287405,600,7.668719428
3,cumbaru,24.98287405,800,8.222723171
3,cumbaru,24.98287405,1000,8.583934145
3,cumbaru,24.98287405,1250,8.870730552
3,cumbaru,24.98287405,1500,9.124006028
3,cumbaru,24.98287405,2000,9.557932774
4,cumbaru,24.95091493,0,-0.448323576
4,cumbaru,24.95091493,20,0.338058172
4,cumbaru,24.95091493,40,1.162697717
4,cumbaru,24.95091493,60,1.945688133
4,cumbaru,24.95091493,80,2.520996296
4,cumbaru,24.95091493,100,2.990051225
4,cumbaru,24.95091493,200,5.197409653
4,cumbaru,24.95091493,400,7.248226444
4,cumbaru,24.95091493,600,7.980063561
4,cumbaru,24.95091493,800,8.171246737
4,cumbaru,24.95091493,1000,8.425408144
4,cumbaru,24.95091493,1250,8.541827283
4,cumbaru,24.95091493,1500,8.434905923
4,cumbaru,24.95091493,2000,8.848055479
1,cumbaru,29.98802131,0,-0.851528464
1,cumbaru,29.98802131,20,0.400807364
1,cumbaru,29.98802131,40,1.264262113
1,cumbaru,29.98802131,60,2.150717494
1,cumbaru,29.98802131,80,2.841069282
1,cumbaru,29.98802131,100,3.583388197
1,cumbaru,29.98802131,200,6.358651732
1,cumbaru,29.98802131,400,9.609586352
1,cumbaru,29.98802131,600,11.12463839
1,cumbaru,29.98802131,800,11.90696973
1,cumbaru,29.98802131,1000,12.25688184
1,cumbaru,29.98802131,1250,12.40294089
1,cumbaru,29.98802131,1500,12.61568485
1,cumbaru,29.98802131,2000,13.06478026
2,cumbaru,29.99835518,0,-0.78878915
2,cumbaru,29.99835518,20,0.696869679
2,cumbaru,29.99835518,40,1.507359503
2,cumbaru,29.99835518,60,2.240542472
2,cumbaru,29.99835518,80,3.075051209
2,cumbaru,29.99835518,100,3.667293869
2,cumbaru,29.99835518,200,6.190204366
2,cumbaru,29.99835518,400,8.442108274
2,cumbaru,29.99835518,600,9.558299462
2,cumbaru,29.99835518,800,10.07441277
2,cumbaru,29.99835518,1000,10.44040429
2,cumbaru,29.99835518,1250,10.64359003
2,cumbaru,29.99835518,1500,10.80893115
2,cumbaru,29.99835518,2000,11.30856566
3,cumbaru,29.99042852,0,-0.619210033
3,cumbaru,29.99042852,20,0.433481918
3,cumbaru,29.99042852,40,1.173712143
3,cumbaru,29.99042852,60,2.04702132
3,cumbaru,29.99042852,80,2.594203461
3,cumbaru,29.99042852,100,3.151744524
3,cumbaru,29.99042852,200,5.320791248
3,cumbaru,29.99042852,400,7.731695025
3,cumbaru,29.99042852,600,8.980299468
3,cumbaru,29.99042852,800,9.59569495
3,cumbaru,29.99042852,1000,9.871918913
3,cumbaru,29.99042852,1250,10.36501799
3,cumbaru,29.99042852,1500,10.50371585
3,cumbaru,29.99042852,2000,10.85293343
4,cumbaru,30.0636192,0,-0.655399394
4,cumbaru,30.0636192,20,0.66518498
4,cumbaru,30.0636192,40,1.52457331
4,cumbaru,30.0636192,60,2.35464434
4,cumbaru,30.0636192,80,3.036477487
4,cumbaru,30.0636192,100,3.580644683
4,cumbaru,30.0636192,200,6.18687888
4,cumbaru,30.0636192,400,8.801979207
4,cumbaru,30.0636192,600,9.607274801
4,cumbaru,30.0636192,800,10.23941706
4,cumbaru,30.0636192,1000,10.50148023
4,cumbaru,30.0636192,1250,10.7875728
4,cumbaru,30.0636192,1500,10.71838252
4,cumbaru,30.0636192,2000,11.21143455
1,cumbaru,NAN,NAN,NAN
1,cumbaru,NAN,NAN,NAN
1,cumbaru,NAN,NAN,NAN
1,cumbaru,NAN,NAN,NAN
1,cumbaru,NAN,NAN,NAN
1,cumbaru,NAN,NAN,NAN
1,cumbaru,NAN,NAN,NAN
1,cumbaru,NAN,NAN,NAN
1,cumbaru,NAN,NAN,NAN
1,cumbaru,NAN,NAN,NAN
1,cumbaru,NAN,NAN,NAN
1,cumbaru,NAN,NAN,NAN
1,cumbaru,NAN,NAN,NAN
1,cumbaru,NAN,NAN,NAN
2,cumbaru,NAN,NAN,NAN
2,cumbaru,NAN,NAN,NAN
2,cumbaru,NAN,NAN,NAN
2,cumbaru,NAN,NAN,NAN
2,cumbaru,NAN,NAN,NAN
2,cumbaru,NAN,NAN,NAN
2,cumbaru,NAN,NAN,NAN
2,cumbaru,NAN,NAN,NAN
2,cumbaru,NAN,NAN,NAN
2,cumbaru,NAN,NAN,NAN
2,cumbaru,NAN,NAN,NAN
2,cumbaru,NAN,NAN,NAN
2,cumbaru,NAN,NAN,NAN
2,cumbaru,NAN,NAN,NAN
3,cumbaru,NAN,NAN,NAN
3,cumbaru,NAN,NAN,NAN
3,cumbaru,NAN,NAN,NAN
3,cumbaru,NAN,NAN,NAN
3,cumbaru,NAN,NAN,NAN
3,cumbaru,NAN,NAN,NAN
3,cumbaru,NAN,NAN,NAN
3,cumbaru,NAN,NAN,NAN
3,cumbaru,NAN,NAN,NAN
3,cumbaru,NAN,NAN,NAN
3,cumbaru,NAN,NAN,NAN
3,cumbaru,NAN,NAN,NAN
3,cumbaru,NAN,NAN,NAN
3,cumbaru,NAN,NAN,NAN
4,cumbaru,NAN,NAN,NAN
4,cumbaru,NAN,NAN,NAN
4,cumbaru,NAN,NAN,NAN
4,cumbaru,NAN,NAN,NAN
4,cumbaru,NAN,NAN,NAN
4,cumbaru,NAN,NAN,NAN
4,cumbaru,NAN,NAN,NAN
4,cumbaru,NAN,NAN,NAN
4,cumbaru,NAN,NAN,NAN
4,cumbaru,NAN,NAN,NAN
4,cumbaru,NAN,NAN,NAN
4,cumbaru,NAN,NAN,NAN
4,cumbaru,NAN,NAN,NAN
4,cumbaru,NAN,NAN,NAN
1,cumbaru,35.00771168,0,-1.083241584
1,cumbaru,35.00771168,20,0.16970103
1,cumbaru,35.00771168,40,1.058203881
1,cumbaru,35.00771168,60,1.921620538
1,cumbaru,35.00771168,80,2.669946258
1,cumbaru,35.00771168,100,3.558488809
1,cumbaru,35.00771168,200,6.304987569
1,cumbaru,35.00771168,400,8.367841286
1,cumbaru,35.00771168,600,9.032348022
1,cumbaru,35.00771168,800,9.669637664
1,cumbaru,35.00771168,1000,11.11823079
1,cumbaru,35.00771168,1250,11.29511728
1,cumbaru,35.00771168,1500,10.9066034
1,cumbaru,35.00771168,2000,10.9503254
2,cumbaru,34.98408672,0,-0.860306864
2,cumbaru,34.98408672,20,0.302330281
2,cumbaru,34.98408672,40,1.190941969
2,cumbaru,34.98408672,60,1.962769317
2,cumbaru,34.98408672,80,2.722170588
2,cumbaru,34.98408672,100,3.228260479
2,cumbaru,34.98408672,200,5.169259226
2,cumbaru,34.98408672,400,7.02374872
2,cumbaru,34.98408672,600,7.916047504
2,cumbaru,34.98408672,800,8.689158353
2,cumbaru,34.98408672,1000,9.014085139
2,cumbaru,34.98408672,1250,9.122324945
2,cumbaru,34.98408672,1500,8.839709381
2,cumbaru,34.98408672,2000,8.703825669
3,cumbaru,34.98926244,0,-0.932113108
3,cumbaru,34.98926244,20,0.297776891
3,cumbaru,34.98926244,40,1.072111351
3,cumbaru,34.98926244,60,1.889438202
3,cumbaru,34.98926244,80,2.482651122
3,cumbaru,34.98926244,100,3.148246552
3,cumbaru,34.98926244,200,5.344799727
3,cumbaru,34.98926244,400,6.97750341
3,cumbaru,34.98926244,600,7.586525487
3,cumbaru,34.98926244,800,7.855639653
3,cumbaru,34.98926244,1000,8.154675489
3,cumbaru,34.98926244,1250,8.467179802
3,cumbaru,34.98926244,1500,8.632030817
3,cumbaru,34.98926244,2000,8.712127916
4,cumbaru,35.01420185,0,-1.063326856
4,cumbaru,35.01420185,20,0.293158919
4,cumbaru,35.01420185,40,1.323719487
4,cumbaru,35.01420185,60,2.237324173
4,cumbaru,35.01420185,80,3.107653011
4,cumbaru,35.01420185,100,3.5923588
4,cumbaru,35.01420185,200,6.14522316
4,cumbaru,35.01420185,400,8.616114123
4,cumbaru,35.01420185,600,9.64224854
4,cumbaru,35.01420185,800,10.1814476
4,cumbaru,35.01420185,1000,10.54674482
4,cumbaru,35.01420185,1250,10.71885415
4,cumbaru,35.01420185,1500,10.71315857
4,cumbaru,35.01420185,2000,11.02192547
1,cumbaru,40.00159454,0,-1.146181594
1,cumbaru,40.00159454,20,-0.050363262
1,cumbaru,40.00159454,40,0.664775104
1,cumbaru,40.00159454,60,1.48508231
1,cumbaru,40.00159454,80,2.32325119
1,cumbaru,40.00159454,100,2.816020176
1,cumbaru,40.00159454,200,4.891474878
1,cumbaru,40.00159454,400,6.709464932
1,cumbaru,40.00159454,600,7.672716115
1,cumbaru,40.00159454,800,8.471759516
1,cumbaru,40.00159454,1000,8.667354115
1,cumbaru,40.00159454,1250,8.998508168
1,cumbaru,40.00159454,1500,9.005176337
1,cumbaru,40.00159454,2000,8.986524921
2,cumbaru,40.00492641,0,-1.296407518
2,cumbaru,40.00492641,20,-0.180532551
2,cumbaru,40.00492641,40,0.446676994
2,cumbaru,40.00492641,60,1.193824214
2,cumbaru,40.00492641,80,1.809832499
2,cumbaru,40.00492641,100,2.369896633
2,cumbaru,40.00492641,200,4.066316771
2,cumbaru,40.00492641,400,5.248146123
2,cumbaru,40.00492641,600,5.662106233
2,cumbaru,40.00492641,800,5.849944303
2,cumbaru,40.00492641,1000,6.16872377
2,cumbaru,40.00492641,1250,6.122652081
2,cumbaru,40.00492641,1500,6.265093157
2,cumbaru,40.00492641,2000,6.109694227
3,cumbaru,39.9832058,0,-1.077580589
3,cumbaru,39.9832058,20,-0.030959535
3,cumbaru,39.9832058,40,0.627102654
3,cumbaru,39.9832058,60,1.253973683
3,cumbaru,39.9832058,80,1.981591377
3,cumbaru,39.9832058,100,2.377411446
3,cumbaru,39.9832058,200,4.265699357
3,cumbaru,39.9832058,400,5.80790721
3,cumbaru,39.9832058,600,6.7383375
3,cumbaru,39.9832058,800,7.057121952
3,cumbaru,39.9832058,1000,7.379087654
3,cumbaru,39.9832058,1250,7.727946813
3,cumbaru,39.9832058,1500,7.658822322
3,cumbaru,39.9832058,2000,7.806539355
4,cumbaru,40.0076877,0,-1.093408871
4,cumbaru,40.0076877,20,-0.196344862
4,cumbaru,40.0076877,40,0.552489575
4,cumbaru,40.0076877,60,1.350415733
4,cumbaru,40.0076877,80,2.164329067
4,cumbaru,40.0076877,100,2.559791971
4,cumbaru,40.0076877,200,4.620799213
4,cumbaru,40.0076877,400,6.051838969
4,cumbaru,40.0076877,600,6.842747585
4,cumbaru,40.0076877,800,7.09554479
4,cumbaru,40.0076877,1000,7.04065366
4,cumbaru,40.0076877,1250,7.035459985
4,cumbaru,40.0076877,1500,7.227755192
4,cumbaru,40.0076877,2000,7.489864428
